model,method,action_list_len,image_size,MAE,match_ratio
gemini,direct,34.0,4391040.0,99.54952924679488,0.70588
gemini,direct,6.0,3131520.0,70.31414110503073,1.0
gemini,direct,3.0,1136640.0,51.13239485062893,1.0
gemini,direct,3.0,1075200.0,63.59076503537736,1.0
gemini,direct,27.0,3515520.0,64.54342234460383,0.48148
gemini,direct,13.0,2784000.0,42.40961672176742,1.0
gemini,direct,25.0,1760640.0,43.4661728577044,0.84
gemini,direct,46.0,10801920.0,93.68352640086206,0.0
gemini,direct,4.0,1543680.0,61.366018081761005,1.0
gemini,direct,24.0,5093760.0,94.825170678491,0.83333
gemini,direct,1.0,1910400.0,5.972255797955975,1.0
gemini,direct,3.0,1910400.0,16.011188089622642,1.0
gemini,direct,46.0,4208640.0,72.58678472609748,0.97826
gemini,direct,7.0,2138880.0,93.74471174014552,1.0
gemini,direct,255.0,3822720.0,59.25588578642664,0.05882
gemini,direct,57.0,12019200.0,124.274772757431,0.01754
gemini,direct,1.0,1927680.0,6.003089399968789,1.0
gemini,direct,5.0,1689600.0,54.06340654481132,1.0
gemini,direct,29.0,3884160.0,65.62929099333562,0.89655
gemini,direct,37.0,2250240.0,43.84479333600427,0.89189
gemini,direct,2.0,2705280.0,19.9638125,1.0
gemini,direct,6.0,1827840.0,53.33983041808874,1.0
gemini,direct,3.0,737280.0,87.03243415880503,1.0
gemini,direct,69.0,6952320.0,64.45846498084961,0.82609
gemini,direct,39.0,1089600.0,85.79562513926025,0.74359
gemini,direct,4.0,629760.0,81.49510121855346,1.0
gemini,direct,13.0,3008640.0,67.6976461921538,0.76923
gemini,direct,17.0,5360640.0,96.98953284438775,1.0
gemini,direct,4.0,864000.0,84.92689416273585,1.0
gemini,direct,139.0,7929600.0,92.18879387692576,0.10791
gemini,direct,69.0,7916160.0,66.20789839373249,0.76812
gemini,direct,89.0,5441280.0,82.49447931719654,0.24719
gemini,direct,152.0,4368000.0,65.20469081548997,0.30263
gemini,direct,41.0,8115840.0,71.69461936512212,0.65854
gemini,direct,1.0,1557120.0,107.989150154925,1.0
gemini,direct,29.0,2964480.0,33.59596924422141,1.0
gemini,direct,8.0,1589760.0,34.53466244103774,1.0
gemini,direct,4.0,844800.0,71.60311517295598,1.0
gemini,direct,5.0,1981440.0,78.03136111111111,1.0
gemini,direct,1.0,1263360.0,50.02764593160377,1.0
gemini,direct,125.0,5145600.0,77.43645228540528,0.0559999999999999
gemini,direct,5.0,1221120.0,50.98002407625786,1.0
gemini,direct,1.0,1013760.0,64.66092030267295,1.0
gemini,direct,65.0,3709440.0,58.56143885334646,0.6307699999999999
gemini,direct,344.0,7718400.0,74.05316105782084,0.09593
gemini,direct,8.0,637440.0,80.87639544025157,1.0
gemini,direct,22.0,2795520.0,44.33715736415378,0.81818
gemini,direct,33.0,14893440.0,84.77826442601393,0.51515
gemini,direct,5.0,929280.0,64.33177820361635,1.0
gemini,direct,2.0,4992000.0,49.85966779651675,1.0
gemini,direct,3.0,552960.0,90.26676002358492,1.0
gemini,direct,15.0,8580480.0,61.79991319444444,1.0
gemini,direct,3.0,2494080.0,28.132765459417147,1.0
gemini,direct,75.0,9191040.0,91.03264418191056,0.2
gemini,direct,6.0,1910400.0,3.783458628144654,1.0
gemini,direct,4.0,664320.0,83.20045204402516,1.0
gemini,direct,70.0,3964800.0,106.78915687368698,0.15714
gemini,direct,117.0,4396800.0,62.54215768799102,0.98291
gemini,direct,47.0,6539520.0,77.68192545572917,0.7021299999999999
gemini,direct,8.0,374400.0,145.11321000393082,0.875
gemini,direct,4.0,1910400.0,0.301434748427673,1.0
gemini,direct,96.0,2261760.0,64.46046062234608,0.54167
gemini,direct,147.0,5882880.0,87.45284423828124,0.14286
gemini,direct,4.0,744960.0,77.52515477594339,1.0
gemini,direct,94.0,9204480.0,69.40867314532521,0.18085
gemini,direct,9.0,1455360.0,86.33577778183411,0.66667
gemini,direct,1.0,1772160.0,50.08051051493711,1.0
gemini,direct,96.0,5546880.0,64.92277842786343,0.77083
gemini,direct,6.0,1910400.0,26.54680866745283,0.83333
gemini,direct,62.0,10752000.0,102.53587797619048,0.35484
gemini,direct,39.0,3409920.0,50.20764788143058,0.64103
gemini,direct,1.0,1236480.0,68.2678164308176,1.0
gemini,cot,16.0,7200000.0,68.057634581743,0.9375
gemini,cot,4.0,737280.0,75.60417403694969,0.75
gemini,cot,11.0,1910400.0,104.27414029811716,0.7272700000000001
gemini,cot,7.0,1524480.0,66.44623113774018,1.0
gemini,cot,5.0,675840.0,102.56321491745284,1.0
gemini,cot,49.0,10039680.0,64.30594076597822,0.97959
gemini,cot,8.0,1507200.0,57.24874250856164,0.875
gemini,cot,4.0,1259520.0,43.93381240172956,1.0
gemini,cot,7.0,2384640.0,78.50336209577114,1.0
gemini,cot,11.0,1910400.0,53.94354854559749,1.0
gemini,cot,3.0,3767040.0,84.88908511102794,1.0
gemini,cot,92.0,11057280.0,103.67092590460842,0.02174
gemini,cot,140.0,12174720.0,80.1294825663363,0.05714
gemini,cot,78.0,6512640.0,56.78913684039792,0.64103
gemini,cot,4.0,622080.0,84.36192266116352,1.0
gemini,cot,5.0,675840.0,48.78164308176101,1.0
gemini,cot,20.0,1910400.0,84.99115399821233,0.9
gemini,cot,165.0,10494720.0,92.73944177808876,0.45455
gemini,cot,91.0,10275840.0,73.57489469489981,0.96703
gemini,cot,4.0,768000.0,75.26747739779874,1.0
gemini,cot,1.0,1973760.0,22.988440446319952,1.0
gemini,cot,35.0,3158400.0,95.64724986919713,0.94286
gemini,cot,53.0,4344960.0,30.38396307363671,0.96226
gemini,cot,12.0,9594240.0,42.905842013888886,0.91667
gemini,cot,3.0,760320.0,76.03557144261006,1.0
gemini,cot,5.0,3125760.0,116.8301996327765,1.0
gemini,cot,30.0,7344000.0,66.00683973735408,0.73333
gemini,cot,54.0,7184640.0,105.33216812815265,0.7963
gemini,cot,96.0,9285120.0,190.71733246100163,0.76042
gemini,cot,4.0,2440320.0,30.617805796967456,1.0
gemini,cot,2.0,3162240.0,52.10684943289674,1.0
gemini,cot,78.0,5516160.0,47.90148207720589,0.89744
gemini,cot,4.0,622080.0,82.63591538915094,1.0
gemini,cot,21.0,1378560.0,58.6900009827044,1.0
gemini,cot,67.0,5387520.0,52.87623511904762,0.1940299999999999
gemini,cot,5.0,1489920.0,47.92226071147799,1.0
gemini,cot,52.0,2718720.0,72.40005070058997,0.90385
gemini,cot,55.0,2807040.0,50.79511014532745,1.0
gemini,cot,68.0,2999040.0,87.89032008175106,0.98529
gemini,cot,4.0,1820160.0,27.53944821147799,1.0
gemini,cot,119.0,4239360.0,78.55003803838952,0.03361
gemini,cot,2.0,2263680.0,18.316613588110403,1.0
gemini,cot,127.0,4757760.0,76.96124658038721,0.61417
gemini,cot,127.0,2507520.0,51.17812234268708,0.44094
gemini,cot,22.0,5781120.0,83.32191214532209,0.3636399999999999
gemini,cot,4.0,483840.0,96.98087902908804,1.0
gemini,cot,32.0,1002240.0,84.3187464326484,1.0
gemini,cot,3.0,1198080.0,51.94452387971698,1.0
gemini,cot,2.0,1910400.0,35.345931603773586,1.0
gemini,cot,11.0,314880.0,107.36305522798742,1.0
gemini,cot,4.0,867840.0,70.6059355345912,1.0
gemini,cot,146.0,12984960.0,70.17768180489011,0.9863
gemini,cot,2.0,2538240.0,42.35188062263258,1.0
gemini,cot,7.0,1228800.0,51.240099253144656,1.0
gemini,cot,129.0,11894400.0,107.744544435654,0.0
gemini,cot,27.0,2605440.0,87.23544624307479,1.0
gemini,cot,48.0,2559360.0,46.12042253521127,0.77083
gemini,cot,1.0,2309760.0,37.79495035807292,1.0
gemini,cot,4.0,445440.0,94.25543435534593,1.0
gemini,cot,4.0,2824320.0,77.04132619844813,1.0
gemini,cot,37.0,2699520.0,60.23286402629233,1.0
gemini,cot,103.0,5207040.0,80.09645847720995,0.02913
gemini,cot,139.0,7651200.0,31.74297965093153,0.30216
gemini,cot,1.0,6309120.0,79.95966807761984,1.0
gemini,cot,1.0,2309760.0,23.664235432942707,1.0
gemini,cot,5.0,633600.0,85.96971550707548,1.0
gemini,cot,3.0,537600.0,86.81106033805031,1.0
gemini,cot,4.0,1082880.0,55.52946147798742,1.0
gemini,cot,35.0,10786560.0,57.33009683309387,0.51429
gemini,cot,1.0,825600.0,78.46347042059749,1.0
gemini,cot,50.0,10742400.0,64.59405444394484,0.44
gemini,cot,5.0,552960.0,61.92650845125786,1.0
gemini,cot,149.0,3709440.0,57.87901133940289,0.1745
gemini,cot,14.0,2213760.0,60.49854888303213,0.85714
gemini,cot,9.0,1910400.0,49.6314047759434,1.0
gemini,cot,5.0,752640.0,95.78653940644654,1.0
gemini,cot,193.0,6568320.0,30.734971599157955,0.41969
gemini,cot,4.0,1628160.0,64.03620528694968,1.0
gemini,cot,44.0,1847040.0,22.90038325471698,0.25
gemini,cot,5.0,1612800.0,33.396924135220125,1.0
gemini,cot,26.0,1440000.0,56.15509286556604,0.96154
gemini,cot,1.0,3300480.0,48.11484915165575,1.0
gemini,cot,4.0,983040.0,63.78685387185534,1.0
gemini,cot,117.0,10588800.0,121.19391166315545,0.03419
gemini,cot,1.0,2163840.0,14.236901041666666,1.0
gemini,cot,24.0,3826560.0,40.22263247600655,0.91667
gemini,cot,58.0,7207680.0,96.38123230187472,0.17241
gemini,cot,3.0,2263680.0,29.58561612592888,1.0
gemini,cot,6.0,1910400.0,15.05669958726415,1.0
gemini,cot,18.0,2553600.0,46.4317785575565,0.72222
gemini,cot,5.0,1910400.0,5.154041371855346,1.0
gemini,cot,23.0,4755840.0,75.12526304713805,0.91304
gemini,cot,4.0,464640.0,91.49619693396228,1.0
gemini,cot,6.0,2350080.0,60.1862957726227,1.0
gemini,cot,2.0,3025920.0,50.45495256696429,1.0
gemini,cot,8.0,2204160.0,63.52811606413399,1.0
gemini,cot,6.0,990720.0,72.44894113600628,1.0
gemini,cot,27.0,2678400.0,80.3317814545569,0.62963
gemini,cot,5.0,1075200.0,59.65208333333333,1.0
gemini,cot,1.0,1175040.0,70.2191774764151,1.0
gemini,cot,5.0,1910400.0,29.06121511399371,1.0
gemini,cot,4.0,2273280.0,36.38998197115384,1.0
gemini,cot,1.0,1910400.0,62.84679147012579,1.0
gemini,cot,1.0,1104000.0,59.290086969339626,1.0
gemini,cot,6.0,898560.0,72.53421039701257,1.0
gemini,cot,26.0,4763520.0,70.70633253103956,0.92308
gemini,cot,5.0,706560.0,78.37783755896227,1.0
gemini,cot,6.0,883200.0,71.10225284984277,1.0
gemini,cot,6.0,2686080.0,42.52837412488708,1.0
gemini,cot,38.0,11275614.0,105.60342582614942,0.5
gemini,cot,4.0,483840.0,90.83532330974845,1.0
gemini,cot,7.0,1036800.0,77.29113846305032,0.85714
gemini,cot,68.0,3528960.0,83.41377994500372,0.76471
gemini,cot,2.0,574080.0,93.26560780267296,1.0
gemini,cot,4.0,1910400.0,4.804348466981132,1.0
gemini,cot,1.0,1409280.0,49.984490467767294,1.0
gemini,cot,4.0,1910400.0,31.565330188679244,1.0
gemini,cot,3.0,1228800.0,63.70504618710691,1.0
gemini,cot,9.0,1175040.0,50.49651631289308,1.0
gemini,cot,4.0,1098240.0,54.1638291077044,1.0
gemini,cot,5.0,1570560.0,46.94795351808176,1.0
gemini,cot,4.0,1607040.0,30.6873427672956,0.75
gemini,cot,11.0,1910400.0,173.05174561908888,0.0
gemini,cot,3.0,1420800.0,76.99738846305031,1.0
gemini,cot,5.0,1019520.0,63.3708210495283,1.0
gemini,cot,44.0,15083520.0,116.34871754729288,0.97727
gemini,cot,49.0,3761280.0,91.61428315244513,0.20408
gemini,cot,3.0,683520.0,80.44565153301886,1.0
gemini,cot,169.0,9012480.0,67.41594086423444,0.06509
gemini,cot,6.0,1075200.0,86.31105788128932,0.83333
gemini,cot,2.0,1968000.0,8.187111282814408,1.0
gemini,cot,5.0,6374400.0,86.68574042792793,1.0
gemini,cot,5.0,2469120.0,59.31781769804019,1.0
gemini,cot,4.0,387840.0,95.9754667845912,1.0
gemini,cot,1.0,1098240.0,53.137050412735846,1.0
gemini,cot,20.0,1115520.0,61.76017344732704,0.95
gemini,cot,6.0,399360.0,104.54966833726417,1.0
gemini,cot,4.0,1910400.0,8.937848860062893,1.0
gemini,cot,94.0,9216000.0,98.6523118361928,0.05319
gemini,cot,7.0,1198080.0,49.82774911556603,1.0
gemini,cot,38.0,4748160.0,121.9714494905244,0.8947400000000001
gemini,cot,4.0,460800.0,90.27963099449686,1.0
gemini,cot,5.0,1405440.0,51.773236045597486,1.0
gemini,cot,5.0,645120.0,81.3441823899371,1.0
gemini,cot,34.0,4391040.0,92.9743134469697,0.41176
gemini,cot,6.0,3131520.0,21.85041942684332,1.0
gemini,cot,3.0,1136640.0,51.739037932389934,1.0
gemini,cot,3.0,1075200.0,60.09990664308176,1.0
gemini,cot,27.0,3515520.0,64.69762850068307,0.48148
gemini,cot,13.0,2784000.0,86.97931509067358,1.0
gemini,cot,25.0,1760640.0,44.6219929245283,0.84
gemini,cot,46.0,10801920.0,98.28344258860152,0.0
gemini,cot,4.0,1543680.0,55.71867629716981,1.0
gemini,cot,24.0,5093760.0,102.61297684403154,0.75
gemini,cot,1.0,1910400.0,6.022233687106918,1.0
gemini,cot,3.0,1910400.0,16.708787834119498,1.0
gemini,cot,46.0,4208640.0,66.83823205076004,0.95652
gemini,cot,7.0,2138880.0,99.12509269067796,1.0
gemini,cot,255.0,3822720.0,67.91567887931035,0.1451
gemini,cot,57.0,12019200.0,94.1302912685775,0.77193
gemini,cot,1.0,1927680.0,6.873841779806492,1.0
gemini,cot,5.0,1689600.0,92.1648836026825,1.0
gemini,cot,29.0,3884160.0,65.73887330952718,1.0
gemini,cot,37.0,2250240.0,59.10855493790064,0.8648600000000001
gemini,cot,2.0,2705280.0,19.979065972222223,1.0
gemini,cot,6.0,1827840.0,52.62161369453925,1.0
gemini,cot,3.0,737280.0,77.19512087264151,1.0
gemini,cot,69.0,6952320.0,50.33660295587331,0.7826099999999999
gemini,cot,39.0,1089600.0,78.64209746613867,0.38462
gemini,cot,4.0,629760.0,81.28017639544025,1.0
gemini,cot,13.0,3008640.0,46.52885972472022,0.76923
gemini,cot,17.0,5360640.0,82.35659882516572,0.70588
gemini,cot,4.0,864000.0,91.37482311320754,1.0
gemini,cot,139.0,7929600.0,92.40475096288516,0.10791
gemini,cot,69.0,7916160.0,84.47517014618347,0.3333299999999999
gemini,cot,89.0,5441280.0,84.36824873554913,0.24719
gemini,cot,152.0,4368000.0,36.16272123360339,0.3421099999999999
gemini,cot,41.0,8115840.0,127.62545450078616,0.68293
gemini,cot,1.0,1557120.0,107.9399092363829,1.0
gemini,cot,29.0,2964480.0,45.949076186131386,0.7931
gemini,cot,8.0,1589760.0,34.55793779481132,1.0
gemini,cot,4.0,844800.0,71.22167354559748,1.0
gemini,cot,5.0,1981440.0,69.83257686730587,1.0
gemini,cot,1.0,1263360.0,50.29670056996855,1.0
gemini,cot,125.0,5145600.0,55.23504334509967,0.496
gemini,cot,5.0,1221120.0,49.521366450471696,1.0
gemini,cot,1.0,1013760.0,71.26782625786163,1.0
gemini,cot,65.0,3709440.0,70.37283413303805,0.2461499999999999
gemini,cot,344.0,7718400.0,54.54791579780351,0.06686
gemini,cot,8.0,637440.0,80.9264814268868,1.0
gemini,cot,22.0,2795520.0,53.396132389058266,0.90909
gemini,cot,33.0,14893440.0,83.94445479866224,1.0
gemini,cot,5.0,929280.0,64.34156839622642,1.0
gemini,cot,2.0,4992000.0,49.33289930555556,1.0
gemini,cot,3.0,552960.0,86.97028793238994,1.0
gemini,cot,15.0,8580480.0,95.38801488774732,1.0
gemini,cot,3.0,2494080.0,28.04802655346821,1.0
gemini,cot,75.0,9191040.0,97.38318407012196,0.18667
gemini,cot,6.0,1910400.0,4.394452633647799,1.0
gemini,cot,4.0,664320.0,79.97365369496855,1.0
gemini,cot,70.0,3964800.0,113.10477941176472,0.37143
gemini,cot,117.0,4396800.0,83.0756908022533,0.06838
gemini,cot,47.0,6539520.0,36.07261379076087,0.74468
gemini,cot,8.0,374400.0,145.19787981525158,0.875
gemini,cot,4.0,1910400.0,7.141678950471698,1.0
gemini,cot,96.0,2261760.0,65.00419652335457,0.53125
gemini,cot,147.0,5882880.0,86.7917256673177,0.12925
gemini,cot,4.0,744960.0,79.37681308962264,1.0
gemini,cot,94.0,9204480.0,69.83400342987805,0.6489400000000001
gemini,cot,9.0,1455360.0,83.47480292792793,0.88889
gemini,cot,1.0,1772160.0,51.68751228380504,1.0
gemini,cot,96.0,5546880.0,34.87446849385246,0.79167
gemini,cot,6.0,1910400.0,51.36954844732704,0.83333
gemini,cot,62.0,10752000.0,102.56325148809525,0.35484
gemini,cot,39.0,3409920.0,40.99280592434869,0.6153799999999999
gemini,cot,1.0,1236480.0,56.0373820754717,1.0
claude,cot,16.0,7200000.0,72.20291875397582,0.9375
claude,cot,4.0,737280.0,82.4702707350629,0.75
claude,cot,11.0,1910400.0,13.408431603773584,1.0
claude,cot,7.0,1524480.0,49.07934601022013,0.14286
claude,cot,5.0,675840.0,101.95892049921385,1.0
claude,cot,49.0,10039680.0,104.37965129233513,0.18367
claude,cot,8.0,1507200.0,55.28440422167217,0.125
claude,cot,4.0,1259520.0,52.97910033411949,1.0
claude,cot,7.0,2384640.0,60.09265588831018,0.57143
claude,cot,11.0,1910400.0,58.257564367138365,1.0
claude,cot,3.0,3767040.0,31.566579081420493,1.0
claude,cot,92.0,11057280.0,103.84041287747976,0.16304
claude,cot,140.0,12174720.0,81.00054289501925,0.02857
claude,cot,78.0,6512640.0,92.75301867070358,0.08974
claude,cot,4.0,622080.0,86.9643720518868,1.0
claude,cot,5.0,675840.0,52.98685632861636,1.0
claude,cot,20.0,1910400.0,134.7385146422956,0.95
claude,cot,165.0,10494720.0,100.8411702325378,0.0
claude,cot,91.0,10275840.0,101.2338200136612,0.10989
claude,cot,4.0,768000.0,77.28720764544025,1.0
claude,cot,1.0,1973760.0,38.072392086330936,1.0
claude,cot,35.0,3158400.0,72.44153853928843,0.05714
claude,cot,53.0,4344960.0,55.14307615687404,0.1132099999999999
claude,cot,12.0,9594240.0,10.280440414507773,1.0
claude,cot,3.0,760320.0,80.60610750786164,1.0
claude,cot,5.0,3125760.0,8.184969148836336,1.0
claude,cot,30.0,7344000.0,109.59151568579766,0.2
claude,cot,54.0,7184640.0,122.92153787165812,0.25926
claude,cot,96.0,9285120.0,102.7344872485632,0.16667
claude,cot,4.0,2440320.0,116.3026342147436,1.0
claude,cot,2.0,3162240.0,61.485688947418375,1.0
claude,cot,4.0,622080.0,87.01016116352201,1.0
claude,cot,21.0,1378560.0,53.28129667845912,0.85714
claude,cot,67.0,5387520.0,84.32983816964285,0.13433
claude,cot,5.0,1489920.0,64.80447621855346,1.0
claude,cot,52.0,2718720.0,66.65362683742264,0.40385
claude,cot,55.0,2807040.0,44.80372683697515,0.27273
claude,cot,68.0,2999040.0,50.44021684695513,0.10294
claude,cot,4.0,1820160.0,16.815089426100627,1.0
claude,cot,119.0,4239360.0,73.48648905664794,0.11765
claude,cot,2.0,2263680.0,116.21687981024417,1.0
claude,cot,127.0,4757760.0,73.44049709332913,0.04724
claude,cot,127.0,2507520.0,52.41372192618015,0.00787
claude,cot,22.0,5781120.0,84.47119839596114,0.5
claude,cot,4.0,483840.0,97.62466637010677,0.0
claude,cot,32.0,1002240.0,70.6579697327044,0.75
claude,cot,3.0,1198080.0,52.65500933569182,1.0
claude,cot,2.0,1910400.0,42.37662637578617,1.0
claude,cot,11.0,314880.0,107.85216194968554,0.0909099999999999
claude,cot,4.0,867840.0,73.97479608883648,0.25
claude,cot,146.0,12984960.0,105.86038644083048,0.06849
claude,cot,2.0,2538240.0,38.92790638316762,0.0
claude,cot,7.0,1228800.0,49.19171088836478,1.0
claude,cot,129.0,11894400.0,106.60293875263712,0.0
claude,cot,27.0,2605440.0,87.68692650623268,0.92593
claude,cot,48.0,2559360.0,39.96943588615024,0.125
claude,cot,1.0,2309760.0,34.68644612630208,1.0
claude,cot,4.0,445440.0,101.32571491745284,1.0
claude,cot,4.0,2824320.0,37.4861753295068,1.0
claude,cot,37.0,2699520.0,72.5981575868984,0.08108
claude,cot,103.0,5207040.0,77.89088397790056,0.05825
claude,cot,139.0,7651200.0,80.66899219872825,0.06475
claude,cot,1.0,6309120.0,88.00525841346153,1.0
claude,cot,1.0,2309760.0,37.15843505859375,1.0
claude,cot,5.0,633600.0,85.65294074292453,1.0
claude,cot,3.0,537600.0,91.75478822720126,0.0
claude,cot,4.0,1082880.0,61.44632222877358,1.0
claude,cot,35.0,10786560.0,64.73244058309388,0.34286
claude,cot,1.0,825600.0,74.9585151336478,1.0
claude,cot,50.0,10742400.0,103.91927083333331,0.16
claude,cot,5.0,552960.0,47.50081810141509,1.0
claude,cot,149.0,3709440.0,65.21749661663385,0.12752
claude,cot,14.0,2213760.0,38.22193098534202,0.85714
claude,cot,9.0,1910400.0,58.393487126572325,0.22222
claude,cot,5.0,752640.0,105.047268081761,1.0
claude,cot,193.0,6568320.0,86.77633429515099,0.03109
claude,cot,4.0,1628160.0,51.64859227594339,1.0
claude,cot,44.0,1847040.0,23.894767099056605,0.2045499999999999
claude,cot,5.0,1612800.0,33.38232114779874,0.2
claude,cot,26.0,1440000.0,45.46646521226416,0.96154
claude,cot,1.0,3300480.0,173.45893177993085,1.0
claude,cot,4.0,983040.0,72.16524665880503,1.0
claude,cot,117.0,10588800.0,108.23833245552434,0.0
claude,cot,1.0,2163840.0,94.26552517361112,1.0
claude,cot,24.0,3826560.0,66.99916773511482,0.54167
claude,cot,58.0,7207680.0,98.81622191730835,0.08621
claude,cot,3.0,2263680.0,49.03064513150118,1.0
claude,cot,6.0,1910400.0,15.797187008647798,1.0
claude,cot,18.0,2553600.0,43.81333127354049,0.22222
claude,cot,5.0,1910400.0,18.423508610086103,1.0
claude,cot,23.0,4755840.0,100.82412668350167,0.6087
claude,cot,4.0,464640.0,98.0936738404088,1.0
claude,cot,6.0,2350080.0,25.88841625127812,1.0
claude,cot,2.0,3025920.0,22.14903118799603,1.0
claude,cot,8.0,2204160.0,71.44070840141612,1.0
claude,cot,6.0,990720.0,89.51220273191824,0.83333
claude,cot,27.0,2678400.0,66.93158173680905,0.48148
claude,cot,5.0,1075200.0,59.71360554245283,1.0
claude,cot,1.0,1175040.0,72.38837215015724,1.0
claude,cot,5.0,1910400.0,42.287703911163526,0.2
claude,cot,4.0,2273280.0,30.51188822751323,1.0
claude,cot,1.0,1910400.0,29.46256633254717,1.0
claude,cot,1.0,1104000.0,58.83395243710691,1.0
claude,cot,6.0,898560.0,89.89602004716981,1.0
claude,cot,26.0,4763520.0,90.8430315525042,0.38462
claude,cot,5.0,706560.0,82.8845715408805,0.0
claude,cot,6.0,883200.0,72.54261251965409,0.0
claude,cot,6.0,2686080.0,28.523695671695403,0.16667
claude,cot,38.0,11275614.0,105.74585428639848,0.5
claude,cot,4.0,483840.0,92.5689833922956,1.0
claude,cot,7.0,1036800.0,76.78274862421384,0.85714
claude,cot,68.0,3528960.0,94.59518229166666,0.14706
claude,cot,2.0,574080.0,62.3034763168239,1.0
claude,cot,4.0,1910400.0,81.9839033018868,1.0
claude,cot,1.0,1409280.0,48.64327338836478,1.0
claude,cot,4.0,1910400.0,22.35178115172956,1.0
claude,cot,3.0,1228800.0,69.97498525943396,0.0
claude,cot,9.0,1175040.0,61.59027859669811,0.22222
claude,cot,4.0,1098240.0,65.63879962657232,1.0
claude,cot,5.0,1570560.0,43.10568740172956,1.0
claude,cot,4.0,1607040.0,32.17163423742139,1.0
claude,cot,11.0,1910400.0,32.9925388168239,0.0
claude,cot,3.0,1420800.0,71.26230837264151,1.0
claude,cot,5.0,1019520.0,66.10394805119927,1.0
claude,cot,44.0,15083520.0,115.27302283105024,0.40909
claude,cot,49.0,3761280.0,68.25560987400199,0.10204
claude,cot,3.0,683520.0,79.20767983490566,1.0
claude,cot,169.0,9012480.0,67.51281524122807,0.05917
claude,cot,6.0,1075200.0,124.60731869103772,0.83333
claude,cot,2.0,1968000.0,118.8218952719561,1.0
claude,cot,5.0,6374400.0,12.544840494791666,1.0
claude,cot,5.0,2469120.0,70.84939426474172,0.2
claude,cot,4.0,387840.0,102.44450668238994,1.0
claude,cot,1.0,1098240.0,51.90814907625786,1.0
claude,cot,20.0,1115520.0,62.50362617924528,0.6
claude,cot,6.0,399360.0,114.00637038128932,1.0
claude,cot,4.0,1910400.0,16.63205827437107,1.0
claude,cot,94.0,9216000.0,107.63468264910132,0.19149
claude,cot,7.0,1198080.0,53.51035033411949,1.0
claude,cot,38.0,4748160.0,78.91091700473709,0.65789
claude,cot,4.0,460800.0,98.66567413522012,0.0
claude,cot,5.0,1405440.0,57.7818371658805,1.0
claude,cot,5.0,645120.0,87.12856967374213,1.0
claude,cot,34.0,4391040.0,84.97163643648018,0.35294
claude,cot,6.0,3131520.0,14.176910822292626,1.0
claude,cot,3.0,1136640.0,51.58842128537736,1.0
claude,cot,3.0,1075200.0,67.97862126572328,0.66667
claude,cot,27.0,3515520.0,58.62832724982923,0.96296
claude,cot,13.0,2784000.0,116.07555119278928,0.84615
claude,cot,25.0,1760640.0,44.86628095518868,0.96
claude,cot,46.0,10801920.0,119.58985497485632,0.34783
claude,cot,4.0,1543680.0,46.35650795990566,1.0
claude,cot,24.0,5093760.0,79.49834600225225,0.75
claude,cot,1.0,1910400.0,2.6521594929245285,1.0
claude,cot,3.0,1910400.0,25.257232704402515,1.0
claude,cot,46.0,4208640.0,70.6497076125372,0.04348
claude,cot,7.0,2138880.0,33.85175157497505,1.0
claude,cot,255.0,3822720.0,64.20050762762001,0.03137
claude,cot,57.0,12019200.0,124.43993829617834,0.17544
claude,cot,1.0,1927680.0,9.411170607053682,1.0
claude,cot,5.0,1689600.0,29.431763463050316,1.0
claude,cot,29.0,3884160.0,65.63834809449835,0.6896599999999999
claude,cot,37.0,2250240.0,49.86143454527244,0.02703
claude,cot,2.0,2705280.0,63.460296875,1.0
claude,cot,6.0,1827840.0,28.13709044400118,0.3333299999999999
claude,cot,3.0,737280.0,80.89486782625787,1.0
claude,cot,69.0,6952320.0,98.88277886685115,0.26087
claude,cot,39.0,1089600.0,73.04359288911846,0.02564
claude,cot,4.0,629760.0,90.61743317610065,1.0
claude,cot,13.0,3008640.0,78.04613808952838,0.84615
claude,cot,17.0,5360640.0,80.2284102006392,0.35294
claude,cot,4.0,864000.0,93.65918337264152,1.0
claude,cot,139.0,7929600.0,91.09612165178572,0.0
claude,cot,69.0,7916160.0,96.33622198879551,0.37681
claude,cot,89.0,5441280.0,79.28369611030828,0.1573
claude,cot,152.0,4368000.0,75.69734851224923,0.00658
claude,cot,41.0,8115840.0,94.95281351023706,0.14634
claude,cot,1.0,1557120.0,33.580672661163526,1.0
claude,cot,29.0,2964480.0,30.15011500152068,0.6206900000000001
claude,cot,8.0,1589760.0,30.104090507075476,1.0
claude,cot,4.0,844800.0,79.61640133647799,1.0
claude,cot,5.0,1981440.0,72.88639758882069,0.2
claude,cot,1.0,1263360.0,49.50151090801887,1.0
claude,cot,125.0,5145600.0,83.68016066142987,0.016
claude,cot,5.0,1221120.0,56.86592226808176,1.0
claude,cot,1.0,1013760.0,124.08225235849056,1.0
claude,cot,65.0,3709440.0,75.53581498113518,0.18462
claude,cot,344.0,7718400.0,72.58158758675265,0.00291
claude,cot,8.0,637440.0,87.5788251768868,1.0
claude,cot,22.0,2795520.0,27.11095897766323,0.81818
claude,cot,33.0,14893440.0,105.6689394174717,0.3636399999999999
claude,cot,5.0,929280.0,72.38927623820754,1.0
claude,cot,2.0,4992000.0,59.26256441523368,1.0
claude,cot,3.0,552960.0,102.05887873427672,1.0
